,property_type,society,sector,price,persf_area,area,areaWithType,bedroom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
1085,flat,dlf new town heights,sector 90,1.21,6243.0,1938.17,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,7.0,West,Relatively New,1930.0,1929.0,1928.0,0.0,1.0,0.0,1.0,0.0,0.0,127.0,646.0566666666667
1086,flat,sare homes,sector 92,0.5,4237.0,1180.08,Super Built up area 1180(109.63 sq.m.),3.0,3.0,2,1.0,North,Relatively New,1180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,393.35999999999996
1087,flat,umang winter hills,sector 77,0.71,5305.0,1338.36,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,2,6.0,North-West,Relatively New,1342.0,,810.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,669.18
1088,flat,emaar mgf emerald floors premier,sector 65,3.0,15189.0,1975.11,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,2.0,South-East,Relatively New,1975.0,,,0.0,1.0,0.0,0.0,0.0,0.0,87.0,493.7775
1089,flat,dlf regal gardens,sector 90,1.2,6837.0,1755.16,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,15.0,South-West,Relatively New,1755.0,,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,585.0533333333334
1090,flat,tata primanti,sector 72,3.25,10545.0,3082.03,Super Built up area 3300(306.58 sq.m.),3.0,3.0,3,2.0,South,Moderately Old,3300.0,,,0.0,1.0,0.0,0.0,0.0,0.0,94.0,1027.3433333333335
1091,flat,ashiana mulberry,sohna road,0.9,6143.0,1465.08,Super Built up area 1465(136.1 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3+,7.0,North-East,Moderately Old,1465.0,1100.0,1000.0,1.0,0.0,0.0,0.0,0.0,1.0,156.0,732.54
1092,flat,ashiana mulberry,sohna road,1.07,6184.0,1730.27,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,1730.0,1600.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,576.7566666666667
1093,flat,ss the leaf,sector 85,1.2,7317.0,1640.02,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,12.0,South,Relatively New,1640.0,,,0.0,0.0,0.0,0.0,0.0,1.0,157.0,820.01
1094,flat,ss the leaf,sector 85,2.15,7645.0,2812.3,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,South,Relatively New,2812.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,703.075
1095,flat,tulip violet,sector 69,1.72,8730.0,1970.22,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-East,Relatively New,1970.0,,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,492.555
1096,flat,tulip violet,sector 69,1.36,8841.0,1538.29,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,North-West,Relatively New,1538.0,,,0.0,0.0,0.0,1.0,0.0,0.0,86.0,512.7633333333333
1097,flat,tulip violet,sector 69,1.75,8883.0,1970.06,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-West,Relatively New,1970.0,,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,492.515
1098,flat,tulip violet,sector 69,1.75,8882.0,1970.28,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-West,Relatively New,1970.0,,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,492.57
1099,flat,tulip violet,sector 69,1.38,8966.0,1539.15,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,West,Relatively New,1538.0,,,0.0,0.0,0.0,1.0,0.0,0.0,86.0,513.0500000000001
1100,flat,tulip violet,sector 69,1.29,8227.0,1568.01,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1568.0,,,0.0,0.0,0.0,1.0,0.0,1.0,86.0,522.67
1101,flat,tulip violet,sector 69,1.37,8675.0,1579.25,Super Built up area 1578(146.6 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,1,12.0,East,Relatively New,1578.0,,1538.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,526.4166666666666
1102,flat,tulip violet,sector 69,1.32,8411.0,1569.37,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-West,Relatively New,1568.0,,,0.0,0.0,0.0,1.0,0.0,1.0,86.0,523.1233333333333
1103,flat,tulip violet,sector 69,1.3,8445.0,1539.37,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,West,Relatively New,1538.0,,,0.0,0.0,0.0,1.0,0.0,1.0,94.0,513.1233333333333
1104,flat,dlf new town heights,sector 86,1.3,6735.0,1930.22,Super Built up area 1930(179.3 sq.m.),3.0,3.0,3,12.0,North,Moderately Old,1930.0,,,0.0,1.0,0.0,0.0,0.0,1.0,165.0,643.4066666666666
1105,flat,dlf the skycourt,sector 86,1.5,7776.0,1929.01,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),3.0,3.0,1,15.0,South-East,Relatively New,1929.0,1550.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,643.0033333333333
1106,flat,tulip violet,sector 69,1.68,8358.0,2010.05,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,2.0,North-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,0.0,112.0,502.5125
1107,flat,tulip violet,sector 69,1.4,8871.0,1578.18,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,11.0,North,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,0.0,126.0,526.0600000000001
1108,flat,dlf the skycourt,sector 86,1.5,7894.0,1900.18,Super Built up area 1900(176.52 sq.m.),3.0,3.0,1,16.0,East,Relatively New,1900.0,,,0.0,0.0,0.0,0.0,1.0,0.0,49.0,633.3933333333333
1109,flat,signature global solera,sector 107,0.5,7751.0,645.08,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2,6.0,North-East,Relatively New,,,645.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,215.02666666666667
1110,flat,signature global solera,sector 107,0.36,5980.0,602.01,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),2.0,2.0,1,7.0,North-West,Relatively New,602.0,598.0,546.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,301.005
1111,flat,spaze privy,sector 72,3.1,6692.0,4632.4,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,5.0,3+,8.0,South,Moderately Old,4632.0,,2300.0,1.0,1.0,1.0,1.0,0.0,0.0,136.0,1158.1
1112,flat,rof ananda,sector 95,0.31,5644.0,549.26,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,5.0,North,Relatively New,,,549.174178,0.0,0.0,0.0,1.0,0.0,1.0,74.0,274.63
1113,flat,sare homes,sector 92,0.71,5354.0,1326.11,Carpet area: 1326 (123.19 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,,,1326.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,442.03666666666663
1114,flat,vatika lifestyle homes,sector 83,1.15,8214.0,1400.05,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,1,7.0,South-West,Moderately Old,1832.0,,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,466.68333333333334
1115,flat,vatika lifestyle homes,sector 83,1.05,7500.0,1400.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,2.0,2,1.0,South-West,Moderately Old,1755.0,1600.0,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,466.6666666666667
1116,flat,pioneer park,sector 61,2.1,11666.0,1800.1,Super Built up area 1800(167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,15.0,South-East,Relatively New,1800.0,,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,600.0333333333333
1117,flat,signature global solera,sector 107,0.28,5828.0,480.44,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,0.0,North-East,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,240.22
1118,flat,signature global solera,sector 107,0.28,5674.0,493.48,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,11.0,North,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,246.74
1119,flat,signature global solera,sector 107,0.28,5623.0,497.95,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,14.0,North-West,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,248.975
1120,flat,signature global solera,sector 107,0.28,5725.0,489.08,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,10.0,South,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,244.54
1121,flat,signature global grand iva,sector 103,0.23,6527.0,352.38,Carpet area: 360 (33.45 sq.m.),1.0,1.0,1,4.0,North-East,Relatively New,,,360.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,352.38
1122,flat,signature global solera,sector 107,0.35,6489.0,539.37,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,North-West,Relatively New,,,547.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,269.685
1123,flat,signature global solera,sector 107,0.51,7906.0,645.08,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2,9.0,South,Relatively New,,,645.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,215.02666666666667
1124,flat,signature global solera,sector 107,0.35,6398.0,547.05,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,South,Relatively New,,,547.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,273.525
1125,flat,signature global solera,sector 107,0.28,5828.0,480.44,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,11.0,South,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,240.22
1126,flat,signature global solera,sector 107,0.36,6581.0,547.03,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,South-East,Relatively New,,,547.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,273.515
1127,flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,1650.03,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,1.0,North-West,Relatively New,,,1650.0,0.0,1.0,0.0,0.0,0.0,1.0,124.0,550.01
1128,flat,bptp mansions park prime,sector 66,2.7,9768.0,2764.13,Super Built up area 2764(256.78 sq.m.),4.0,4.0,3,6.0,,Relatively New,2764.0,,,0.0,1.0,0.0,0.0,1.0,0.0,13.0,691.0325
1129,flat,m3m golfestate,sector 65,4.94,16233.0,3043.18,Super Built up area 3043(282.7 sq.m.),3.0,4.0,3,15.0,North-East,Moderately Old,3043.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,1014.3933333333333
1130,flat,tulip violet,sector 69,1.75,8706.0,2010.11,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,10.0,North-East,Relatively New,2010.0,,,0.0,0.0,0.0,0.0,0.0,1.0,109.0,502.5275
1131,flat,shree vardhman flora,sector 90,1.25,4854.0,2575.2,Super Built up area 2575(239.23 sq.m.),4.0,5.0,2,8.0,South,Relatively New,2575.0,,,1.0,1.0,0.0,0.0,0.0,0.0,165.0,643.8
1132,flat,shree vardhman flora,sector 90,0.92,4906.0,1875.25,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,4.0,3,4.0,North-East,Relatively New,1875.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,625.0833333333334
1133,flat,shree vardhman flora,sector 90,1.3,5252.0,2475.25,Super Built up area 2475(229.94 sq.m.)Carpet area: 1825 sq.ft. (169.55 sq.m.),4.0,5.0,2,9.0,North-East,Relatively New,2475.0,,1825.0,1.0,1.0,0.0,0.0,0.0,0.0,110.0,618.8125
1134,flat,tulip lemon,sector 69,0.62,12863.0,482.0,Carpet area: 482 (44.78 sq.m.),2.0,2.0,1,4.0,North-East,Relatively New,,,482.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,241.0
1135,flat,tulip purple,sector 69,1.92,8000.0,2400.0,Super Built up area 2400(222.97 sq.m.),4.0,5.0,3+,5.0,East,Relatively New,2400.0,,,0.0,1.0,0.0,0.0,0.0,1.0,158.0,600.0
1136,flat,the lions cghs,sector 56,2.0,8333.0,2400.1,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4.0,3,8.0,West,Relatively New,2400.0,,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,600.025
1137,flat,tulip ivory,sector 70,2.0,8333.0,2400.1,Super Built up area 2400(222.97 sq.m.),4.0,5.0,3+,2.0,South-East,Relatively New,2400.0,,,0.0,1.0,0.0,0.0,0.0,1.0,49.0,600.025
1138,flat,professional society,manesar,0.75,3067.0,2445.39,Carpet area: 2445 (227.15 sq.m.),3.0,4.0,3,3.0,East,Relatively New,,,2445.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,815.13
1139,flat,ss the leaf,sector 85,1.85,7682.0,2408.23,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3,2.0,North,Relatively New,2408.0,,,1.0,1.0,0.0,0.0,0.0,1.0,49.0,802.7433333333333
1140,flat,tarc maceo,sector 91,0.89,6339.0,1404.01,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3+,9.0,East,Relatively New,1404.0,,1200.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,702.005
1141,flat,orris aster court premier,sector 85,1.25,5896.0,2120.08,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3.0,4.0,2,6.0,East,Relatively New,2120.0,1616.0,,0.0,1.0,0.0,0.0,0.0,1.0,49.0,706.6933333333333
1142,flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12706.0,1692.11,Super Built up area 1692(157.19 sq.m.)Built Up area: 1690 sq.ft. (157.01 sq.m.)Carpet area: 1592 sq.ft. (147.9 sq.m.),3.0,3.0,3,10.0,South-West,Relatively New,1692.0,1690.0,1592.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,564.0366666666666
1143,flat,ireo victory valley,sector 67,3.05,12650.0,2411.07,Super Built up area 2411(223.99 sq.m.)Carpet area: 1688 sq.ft. (156.82 sq.m.),3.0,3.0,3+,21.0,South-West,Relatively New,2411.0,,1688.0,0.0,1.0,0.0,0.0,0.0,1.0,157.0,803.69
1144,flat,m3m merlin,sector 67,2.65,12945.0,2047.12,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3,0.0,North-East,Relatively New,2047.0,1900.0,1700.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,682.3733333333333
1145,flat,signature global synera,sector 81,0.49,6666.0,735.07,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2.0,2.0,3,5.0,South,Relatively New,735.0,700.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,367.535
1146,flat,aipl zen residences,sector 70a,1.82,10996.0,1655.15,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,12.0,South,Relatively New,1655.0,1600.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,551.7166666666667
1147,flat,signature global synera,sector 81,0.5,6802.0,735.08,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2.0,2.0,3,6.0,South,Relatively New,735.0,700.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,367.54
1148,flat,umang winter hills,sector 77,0.92,5049.0,1822.14,Super Built up area 1822(169.27 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,17.0,North-East,Relatively New,1822.0,,1400.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,607.38
1149,flat,shree vardhman victoria,sector 70,1.65,8461.0,1950.12,Super Built up area 1950(181.16 sq.m.)Carpet area: 1267 sq.ft. (117.71 sq.m.),3.0,4.0,3,1.0,North,Relatively New,1950.0,,1267.0,0.0,1.0,0.0,0.0,0.0,2.0,167.0,650.04
1150,flat,capital residences 360,sector 70a,1.1,7586.0,1450.04,Super Built up area 1450(134.71 sq.m.),2.0,2.0,2,10.0,South-East,Relatively New,1450.0,,,1.0,0.0,0.0,0.0,0.0,0.0,42.0,725.02
1151,flat,capital residences 360,sector 70a,1.55,7844.0,1976.03,Super Built up area 1976(183.58 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,8.0,South,Relatively New,1976.0,1600.0,1400.0,1.0,1.0,0.0,1.0,1.0,0.0,42.0,658.6766666666666
1152,flat,bptp astaire gardens,sector 70a,1.25,8771.0,1425.15,Super Built up area 1425(132.39 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,2,1.0,South-East,Relatively New,1425.0,1300.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,475.05
1153,flat,bptp astaire gardens,sector 70a,1.6,8658.0,1848.0,Super Built up area 1848(171.68 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),4.0,4.0,3,1.0,,Relatively New,1848.0,1600.0,1400.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,462.0
1154,flat,shree vardhman victoria,sector 70,1.15,8518.0,1350.08,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,8.0,South-East,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,1.0,0.0,49.0,675.04
1155,flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.03,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3.0,3,10.0,South,Relatively New,1950.0,,1161.0,1.0,1.0,0.0,1.0,1.0,0.0,43.0,650.01
1156,flat,bestech park view grand spa,sector 81,4.0,9523.0,4200.36,Super Built up area 4200(390.19 sq.m.),4.0,5.0,3+,15.0,West,Relatively New,4200.0,,,0.0,1.0,0.0,0.0,0.0,1.0,127.0,1050.09
1157,flat,bestech park view grand spa,sector 81,2.22,8345.0,2660.28,Super Built up area 2660(247.12 sq.m.),3.0,4.0,3+,15.0,South-East,Relatively New,2660.0,,,0.0,1.0,0.0,0.0,0.0,1.0,174.0,886.7600000000001
1158,flat,bestech park view grand spa,sector 81,3.0,9419.0,3185.05,Super Built up area 3185(295.9 sq.m.),4.0,5.0,2,6.0,South,Relatively New,3185.0,,,0.0,1.0,0.0,0.0,0.0,1.0,110.0,796.2625
1159,flat,vatika the seven lamps,sector 82,1.0,5923.0,1688.33,Super Built up area 1435(133.32 sq.m.),2.0,2.0,2,11.0,South,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,0.0,1.0,90.0,844.165
1160,flat,pioneer araya,sector 62,10.75,19500.0,5512.82,Super Built up area 5514(512.27 sq.m.),5.0,7.0,3,10.0,North-East,Relatively New,5514.0,,,0.0,1.0,0.0,0.0,0.0,1.0,153.0,1102.5639999999999
1161,flat,pioneer araya,sector 62,9.14,19488.0,4690.07,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4.0,6.0,3,16.0,East,Relatively New,4690.0,,3258.0,1.0,1.0,1.0,0.0,0.0,1.0,146.0,1172.5175
1162,flat,pioneer araya,sector 62,8.35,19513.0,4279.2,Super Built up area 4279(397.53 sq.m.),4.0,6.0,3,16.0,East,Relatively New,4279.0,,,0.0,1.0,0.0,1.0,0.0,0.0,153.0,1069.8
1163,flat,hsiidc sidco shivalik apartments,manesar,0.73,3560.0,2050.56,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,2.0,South,Moderately Old,2050.0,,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,683.52
1164,flat,imt view society,manesar,0.95,3653.0,2600.6,Super Built up area 2600(241.55 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,4.0,3,6.0,South-East,Moderately Old,2600.0,,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,866.8666666666667
1165,flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2.0,3,7.0,South,Moderately Old,1250.0,,770.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,625.0
1166,flat,hsiidc sidco aravali,manesar,0.86,3323.0,2588.02,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3.0,3.0,3+,3.0,South,Moderately Old,2588.0,1900.0,1877.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,862.6733333333333
1167,flat,hsiidc sidco aravali,manesar,0.81,3129.0,2588.69,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3.0,3.0,3+,2.0,South-West,Moderately Old,2588.0,1900.0,1877.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,862.8966666666666
1168,flat,m3m merlin,sector 67,2.9,14167.0,2047.01,Super Built up area 2047(190.17 sq.m.),3.0,3.0,3,0.0,West,Relatively New,2047.0,,,0.0,0.0,0.0,0.0,1.0,1.0,49.0,682.3366666666667
1169,flat,signature andour heights,sector 71,0.37,7400.0,500.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1.0,1.0,2,2.0,North-East,Relatively New,500.0,425.0,366.48,0.0,0.0,0.0,0.0,0.0,1.0,37.0,500.0
1170,flat,signature andour heights,sector 71,0.59,8428.0,700.05,Super Built up area 700(65.03 sq.m.)Built Up area: 639 sq.ft. (59.37 sq.m.)Carpet area: 540.89 sq.ft. (50.25 sq.m.),2.0,2.0,1,6.0,North-East,Moderately Old,700.0,639.0,540.89,0.0,0.0,0.0,0.0,0.0,0.0,67.0,350.025
1171,flat,signature andour heights,sector 71,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),2.0,2.0,1,5.0,South-West,Relatively New,600.0,,514.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,300.0
1172,flat,signature andour heights,sector 71,0.37,8222.0,450.01,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1.0,1.0,2,2.0,North-East,Relatively New,,450.0,366.48,0.0,0.0,0.0,0.0,0.0,0.0,65.0,450.01
1173,flat,m3m woodshire,sector 107,0.9,6588.0,1366.12,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,4.0,,Relatively New,1366.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,683.06
1174,flat,shree vardhman victoria,sector 70,1.66,14254.0,1164.59,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,8.0,North,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,388.19666666666666
1175,flat,dlf new town heights,sector 90,2.0,7334.0,2727.02,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,20.0,East,Moderately Old,2727.0,,,0.0,1.0,0.0,0.0,1.0,0.0,49.0,681.755
1176,flat,shree vardhman victoria,sector 70,1.67,14384.0,1161.01,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,5.0,North-East,Moderately Old,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,387.00333333333333
1177,flat,shree vardhman victoria,sector 70,1.1,8461.0,1300.08,Carpet area: 1300 (120.77 sq.m.),2.0,2.0,2,8.0,North-East,Relatively New,,,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,650.04
1178,flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.03,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,6.0,North,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,650.01
1179,flat,shree vardhman victoria,sector 70,1.07,7925.0,1350.16,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,8.0,North,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,108.0,675.08
1180,flat,tulip violet,sector 69,1.76,8756.0,2010.05,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,6.0,North,Relatively New,2010.0,,,0.0,0.0,0.0,0.0,0.0,0.0,108.0,502.5125
1181,flat,tulip violet,sector 69,1.55,9822.0,1578.09,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,5.0,North-East,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,0.0,99.0,526.03
1182,flat,krrish provence estate,gwal pahari,5.5,9482.0,5800.46,Super Built up area 5800(538.84 sq.m.),4.0,5.0,3+,11.0,East,New Property,5800.0,,,1.0,1.0,0.0,1.0,0.0,0.0,151.0,1450.115
1183,flat,conscient habitat,sector 99a,0.27,5599.0,482.23,Carpet area: 484 (44.97 sq.m.),2.0,2.0,1,8.0,South-West,Relatively New,,,484.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,241.115
1184,flat,prime habitat,sector 99a,0.26,4745.0,547.95,Carpet area: 550 (51.1 sq.m.),2.0,2.0,1,6.0,North-East,Relatively New,,,550.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,273.975
1185,flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9876.0,1265.69,Super Built up area 1215(112.88 sq.m.),2.0,2.0,2,0.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,79.0,632.845
1186,flat,conscient heritage max,sector 102,2.1,9772.0,2149.0,Super Built up area 2149(199.65 sq.m.),3.0,4.0,3+,10.0,East,Relatively New,2149.0,,,1.0,1.0,0.0,0.0,0.0,0.0,53.0,716.3333333333334
1187,flat,paras dews,sector 106,0.95,6859.0,1385.04,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2.0,2.0,3+,2.0,North,Relatively New,1385.0,940.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,692.52
